Date,Stock,Open,High,Low,Close,Volume
2024-08-26,AAPL,222.61,226.43,222.3,224.95,7063389
2024-08-27,AAPL,225.83,227.57,223.09,223.17,5383030
2024-08-28,AAPL,223.53,225.97,222.42,225.47,2013071
2024-08-29,AAPL,226.04,227.55,225.27,225.31,6932572
2024-08-30,AAPL,223.84,224.93,221.17,221.31,5590778
2024-09-02,AAPL,220.95,224.14,220.38,223.57,8827881
2024-09-03,AAPL,224.39,227.55,222.77,226.84,8441537
2024-09-04,AAPL,227.93,229.53,226.82,227.35,6626211
2024-09-05,AAPL,226.66,227.66,223.46,224.33,7636393
2024-09-06,AAPL,224.08,226.42,223.2,226.24,2141766
2024-09-09,AAPL,228.67,230.44,225.22,227.0,9108196
2024-09-10,AAPL,227.08,228.65,226.07,226.11,3603680
2024-09-11,AAPL,226.03,228.33,226.0,228.32,4636119
2024-09-12,AAPL,228.77,230.19,226.54,226.9,8793404
2024-09-13,AAPL,227.98,229.36,225.99,228.4,2264008
2024-09-16,AAPL,226.79,227.91,224.79,225.4,3233414
2024-09-17,AAPL,224.98,226.81,223.2,224.13,3956156
2024-09-18,AAPL,223.36,223.69,221.79,222.36,5557885
2024-09-19,AAPL,222.8,223.46,221.96,222.19,9582851
2024-09-20,AAPL,221.13,222.85,220.56,221.99,2250844
2024-09-23,AAPL,222.79,223.07,218.54,219.39,7615316
2024-09-24,AAPL,217.39,218.92,215.64,217.46,6236840
2024-09-25,AAPL,215.46,218.99,215.21,218.33,5649292
2024-09-26,AAPL,217.98,218.55,212.14,214.06,2480175
2024-09-27,AAPL,213.69,213.89,211.88,213.04,3746153
2024-09-30,AAPL,213.61,215.19,207.6,209.24,4783112
2024-10-01,AAPL,207.4,208.03,204.22,205.77,6545501
2024-10-02,AAPL,205.93,207.54,204.07,205.09,1114560
2024-10-03,AAPL,205.52,207.96,204.48,207.0,3995785
2024-10-04,AAPL,206.47,207.98,205.12,207.55,4703367
2024-10-07,AAPL,208.39,210.25,208.08,208.44,3675877
2024-10-08,AAPL,207.36,210.05,205.53,208.12,2931441
2024-10-09,AAPL,206.79,207.98,202.29,202.43,1842329
2024-10-10,AAPL,200.45,201.83,196.88,198.09,8636805
2024-10-11,AAPL,199.18,199.73,194.41,196.23,5625535
2024-10-14,AAPL,194.95,196.69,192.11,193.74,5768424
2024-10-15,AAPL,194.38,195.01,191.98,192.59,5072091
2024-10-16,AAPL,192.09,193.56,188.21,188.88,3058721
2024-10-17,AAPL,188.68,191.3,188.3,190.91,5512121
2024-10-18,AAPL,191.79,192.2,189.61,190.25,3762594
2024-10-21,AAPL,190.19,193.97,189.17,192.65,3086172
2024-10-22,AAPL,192.47,194.77,190.68,193.78,9677177
2024-10-23,AAPL,193.97,195.03,192.53,193.49,4776764
2024-10-24,AAPL,192.18,193.87,191.72,193.77,5864912
2024-10-25,AAPL,193.27,197.51,193.13,195.7,6780618
2024-10-28,AAPL,195.91,197.87,194.4,197.11,2940483
2024-10-29,AAPL,197.32,199.68,195.45,198.86,7825711
2024-10-30,AAPL,199.15,200.91,197.5,198.6,3985032
2024-10-31,AAPL,197.12,198.57,193.81,195.53,8446633
2024-11-01,AAPL,195.38,195.64,191.76,193.66,4663289
2024-11-04,AAPL,191.69,195.53,191.08,194.02,5866940
2024-11-05,AAPL,194.66,194.96,192.53,193.95,4050798
2024-11-06,AAPL,191.33,191.35,187.11,188.75,2932303
2024-11-07,AAPL,187.66,191.83,186.91,191.24,5850224
2024-11-08,AAPL,188.86,192.26,187.58,190.35,6477630
2024-11-11,AAPL,192.09,193.9,188.97,190.67,2136078
2024-11-12,AAPL,189.26,190.46,188.86,188.98,1427709
2024-11-13,AAPL,189.49,190.81,189.11,190.73,7233107
2024-11-14,AAPL,189.85,193.15,188.91,192.5,6234748
2024-11-15,AAPL,191.28,191.34,189.18,191.07,5745920
2024-11-18,AAPL,190.84,192.7,189.4,190.56,7101570
2024-11-19,AAPL,191.44,193.03,190.11,192.56,6897162
2024-11-20,AAPL,193.07,195.02,192.31,194.32,2035108
2024-11-21,AAPL,194.62,195.12,193.23,193.26,6122969
2024-11-22,AAPL,193.28,195.01,190.02,190.5,2766299
2024-11-25,AAPL,191.25,191.87,187.83,189.55,6309068
2024-11-26,AAPL,189.39,194.47,187.42,194.39,3871712
2024-11-27,AAPL,193.79,196.62,192.88,195.35,1638922
2024-11-28,AAPL,194.84,197.19,193.76,196.3,2702424
2024-11-29,AAPL,195.8,199.75,195.5,198.46,1867838
2024-12-02,AAPL,199.91,199.95,198.02,198.43,6600068
2024-12-03,AAPL,199.2,200.27,198.22,199.3,5806799
2024-12-04,AAPL,198.68,201.97,196.85,200.17,9177039
2024-12-05,AAPL,202.16,203.06,199.6,200.27,6926983
2024-12-06,AAPL,199.06,199.42,198.31,199.04,9927811
2024-12-09,AAPL,198.86,199.43,198.05,198.91,4452097
2024-12-10,AAPL,200.1,203.8,199.93,203.18,5688827
2024-12-11,AAPL,204.81,205.72,204.5,204.58,5325001
2024-12-12,AAPL,205.74,206.47,205.27,206.38,6811303
2024-12-13,AAPL,206.23,207.56,201.23,202.29,3969852
2024-12-16,AAPL,203.91,205.74,201.85,202.67,7412083
2024-12-17,AAPL,202.0,204.7,201.98,204.04,8698812
2024-12-18,AAPL,204.9,205.45,203.83,205.2,3389911
2024-12-19,AAPL,204.42,206.26,204.28,204.73,2236541
2024-12-20,AAPL,205.26,207.09,202.78,203.88,9706406
2024-12-23,AAPL,204.55,207.86,203.41,206.91,6194914
2024-12-24,AAPL,207.75,209.31,207.6,208.3,7478623
2024-12-25,AAPL,207.96,210.35,206.18,208.42,4510463
2024-12-26,AAPL,208.69,214.63,207.23,213.99,4335705
2024-12-27,AAPL,213.99,217.12,212.77,216.24,2601207
2024-12-30,AAPL,216.62,217.17,213.72,215.53,7203690
2024-12-31,AAPL,215.26,218.5,215.06,217.0,5083372
2020-01-01,GOOGL,297.63,299.95,297.16,298.95,9309740
2020-01-02,GOOGL,299.64,301.53,297.8,301.08,1011009
2020-01-03,GOOGL,301.12,302.33,295.22,296.34,9718936
2020-01-06,GOOGL,297.14,300.35,295.36,298.73,6658307
2020-01-07,GOOGL,299.09,300.95,296.2,298.09,8860791
2020-01-08,GOOGL,298.98,299.8,297.15,299.63,2631570
2020-01-09,GOOGL,299.06,299.87,296.81,297.58,8276281
2020-01-10,GOOGL,297.97,299.17,297.76,298.96,1878835
2020-01-13,GOOGL,298.99,300.93,297.58,298.45,8279995
2020-01-14,GOOGL,299.08,301.03,296.73,298.45,3760451
2020-01-15,GOOGL,296.56,299.36,296.42,298.24,4904840
2020-01-16,GOOGL,297.95,299.93,296.56,299.64,3214669
2020-01-17,GOOGL,298.87,304.3,297.06,302.66,3933361
2020-01-20,GOOGL,303.56,304.76,302.6,304.65,1921806
2020-01-21,GOOGL,305.04,306.75,302.36,304.19,7911957
2020-01-22,GOOGL,302.86,306.62,300.89,306.11,7971631
2020-01-23,GOOGL,307.11,307.92,305.36,306.01,5830165
2020-01-24,GOOGL,304.02,305.81,299.96,300.22,5100321
2020-01-27,GOOGL,300.43,301.29,297.78,299.3,2761856
2020-01-28,GOOGL,300.6,304.6,300.32,304.5,7251936
2020-01-29,GOOGL,305.8,307.73,303.94,306.02,3621872
2020-01-30,GOOGL,305.64,306.25,304.65,306.04,3392735
2020-01-31,GOOGL,306.94,308.64,306.24,307.33,6935537
2020-02-03,GOOGL,306.43,307.97,305.88,307.11,5435728
2020-02-04,GOOGL,306.57,307.51,305.15,307.0,1979907
2020-02-05,GOOGL,305.9,306.79,303.75,305.29,7409363
2020-02-06,GOOGL,305.4,306.28,302.86,304.76,4594128
2020-02-07,GOOGL,303.27,306.98,301.64,306.57,3765013
2020-02-10,GOOGL,307.27,307.64,304.45,305.59,2718303
2020-02-11,GOOGL,304.26,304.83,304.1,304.72,3506068
2020-02-12,GOOGL,305.57,306.64,301.13,303.02,8499043
2020-02-13,GOOGL,302.55,305.46,302.29,304.62,8851746
2020-02-14,GOOGL,302.99,304.4,296.1,297.98,6137956
2020-02-17,GOOGL,298.2,298.55,295.71,297.14,2560121
2020-02-18,GOOGL,296.36,297.67,293.79,294.57,6200551
2020-02-19,GOOGL,294.44,295.6,289.39,289.77,2960299
2020-02-20,GOOGL,289.11,289.71,285.17,285.69,2897459
2020-02-21,GOOGL,286.52,287.88,283.28,284.28,3580309
2020-02-24,GOOGL,284.32,286.23,283.67,284.85,5247328
2020-02-25,GOOGL,286.16,286.32,284.01,284.38,7107182
2020-02-26,GOOGL,286.01,288.46,285.75,286.83,3622280
2020-02-27,GOOGL,287.01,288.16,285.37,286.17,2418180
2020-02-28,GOOGL,286.58,292.81,285.92,291.82,4726904
2020-03-02,GOOGL,290.37,294.99,289.86,294.1,4934740
2020-03-03,GOOGL,295.18,296.91,292.33,292.93,7776432
2020-03-04,GOOGL,293.17,293.56,290.85,292.23,4405851
2020-03-05,GOOGL,291.33,292.07,286.21,286.41,5458434
2020-03-06,GOOGL,285.43,287.19,284.57,286.83,5978234
2020-03-09,GOOGL,286.17,286.73,284.52,284.77,9136537
2020-03-10,GOOGL,283.41,287.29,282.3,285.87,2040835
2020-03-11,GOOGL,285.05,286.77,284.18,285.69,6134629
2020-03-12,GOOGL,286.68,289.22,285.46,287.23,1749045
2020-03-13,GOOGL,287.08,287.82,281.88,283.7,5758669
2020-03-16,GOOGL,283.83,287.38,282.17,285.65,5187442
2020-03-17,GOOGL,284.08,287.87,284.0,286.24,3210846
2020-03-18,GOOGL,283.74,285.36,282.41,284.37,5495433
2020-03-19,GOOGL,284.15,284.38,284.04,284.19,9441243
2020-03-20,GOOGL,284.41,284.91,281.79,283.55,3791671
2020-03-23,GOOGL,283.65,286.2,283.43,284.59,9485356
2020-03-24,GOOGL,285.39,287.11,281.48,281.64,9214491
2020-03-25,GOOGL,281.53,283.63,279.58,282.62,4765444
2020-03-26,GOOGL,281.97,284.7,281.47,283.34,4955199
2020-03-27,GOOGL,284.01,286.02,282.02,284.35,3854135
2020-03-30,GOOGL,284.6,286.24,282.24,282.81,4993611
2020-03-31,GOOGL,283.61,285.65,282.16,285.0,7609001
2020-04-01,GOOGL,286.68,288.27,285.45,287.56,3594545
2020-04-02,GOOGL,289.65,291.58,289.48,291.06,9951442
2020-04-03,GOOGL,290.82,292.2,289.84,291.29,7328404
2020-04-06,GOOGL,290.68,293.83,289.9,293.02,3005464
2020-04-07,GOOGL,293.34,295.07,291.84,294.24,2705692
2020-04-08,GOOGL,294.94,296.35,292.0,293.89,3494903
2020-04-09,GOOGL,293.44,298.81,292.54,297.55,5862944
2020-04-10,GOOGL,296.0,297.64,294.36,296.49,6270637
2020-04-13,GOOGL,295.72,297.82,294.72,296.38,9169815
2020-04-14,GOOGL,295.85,298.87,295.66,297.4,6252279
2020-04-15,GOOGL,297.85,297.87,296.23,296.57,7622266
2020-04-16,GOOGL,297.59,300.8,297.58,300.01,5074411
2020-04-17,GOOGL,299.18,304.17,298.14,302.7,3619909
2020-04-20,GOOGL,302.81,303.84,302.35,303.09,3042361
2020-04-21,GOOGL,304.03,304.38,300.42,301.58,8263776
2020-04-22,GOOGL,302.02,304.9,300.41,303.14,5075341
2020-04-23,GOOGL,302.19,304.0,300.3,301.1,1069519
2020-04-24,GOOGL,299.19,300.68,296.15,298.09,3292056
2020-04-27,GOOGL,298.67,298.85,295.19,296.65,8369080
2020-04-28,GOOGL,295.61,298.86,294.8,298.57,3873382
2020-04-29,GOOGL,298.04,299.27,296.27,298.22,9314052
2020-04-30,GOOGL,297.9,298.78,296.65,298.13,8068566
2020-05-01,GOOGL,299.08,301.3,298.98,299.35,2311414
2020-05-04,GOOGL,298.63,300.0,296.57,297.6,5017763
2020-05-05,GOOGL,299.58,301.14,299.19,299.23,7363395
2020-05-06,GOOGL,299.56,299.87,296.71,298.41,2592023
2020-05-07,GOOGL,297.92,300.21,296.58,299.58,1841618
2020-05-08,GOOGL,300.96,304.74,300.27,303.0,2035340
2020-05-11,GOOGL,302.47,304.42,298.58,300.55,4806627
2020-05-12,GOOGL,302.09,304.98,301.94,303.05,1216194
2020-05-13,GOOGL,303.35,304.46,299.43,300.91,5857162
2020-05-14,GOOGL,301.31,302.75,297.95,299.09,1300763
2020-05-15,GOOGL,298.75,301.0,296.87,299.82,5242154
2020-05-18,GOOGL,301.52,302.21,299.43,299.98,3532000
2020-05-19,GOOGL,301.79,304.5,301.11,302.91,2348483
2020-05-20,GOOGL,302.56,302.74,301.87,302.53,9420149
2020-05-21,GOOGL,301.9,302.42,300.51,302.13,7510529
2020-05-22,GOOGL,302.4,303.51,300.46,302.32,7196519
2020-05-25,GOOGL,302.48,304.34,300.47,300.58,3165456
2020-05-26,GOOGL,300.65,303.18,300.37,302.13,4390919
2020-05-27,GOOGL,300.56,302.31,297.16,298.28,4519065
2020-05-28,GOOGL,298.91,299.07,295.5,296.71,3819127
2020-05-29,GOOGL,295.81,298.86,294.61,297.94,9651964
2020-06-01,GOOGL,298.98,299.29,295.07,296.45,5777376
2020-06-02,GOOGL,298.33,301.69,297.12,299.77,4786065
2020-06-03,GOOGL,300.23,300.4,296.98,297.76,3105777
2020-06-04,GOOGL,296.95,297.15,292.6,294.04,6276085
2020-06-05,GOOGL,293.03,295.35,292.37,294.7,6171666
2020-06-08,GOOGL,296.05,298.32,294.18,297.45,2280280
2020-06-09,GOOGL,296.07,298.45,295.27,297.86,4727661
2020-06-10,GOOGL,299.19,304.05,298.33,303.61,2535834
2020-06-11,GOOGL,302.84,302.91,300.85,301.09,9482216
2020-06-12,GOOGL,299.88,302.92,297.9,302.16,7542683
2020-06-15,GOOGL,301.72,303.05,301.28,303.01,8852016
2020-06-16,GOOGL,302.62,308.3,301.89,307.38,4044410
2020-06-17,GOOGL,307.52,309.97,306.76,309.27,8284390
2020-06-18,GOOGL,309.72,314.91,307.86,313.2,3689290
2020-06-19,GOOGL,313.91,314.1,309.67,310.07,5792030
2020-06-22,GOOGL,310.41,310.72,308.97,309.88,1989924
2020-06-23,GOOGL,307.42,307.89,304.35,305.81,3363319
2020-06-24,GOOGL,306.23,310.23,305.24,308.57,6472646
2020-06-25,GOOGL,307.29,310.45,306.26,308.78,3916585
2020-06-26,GOOGL,307.35,307.62,306.0,306.39,3769785
2020-06-29,GOOGL,304.51,308.14,304.15,307.39,2579889
2020-06-30,GOOGL,306.13,306.15,301.71,303.39,4197418
2020-07-01,GOOGL,302.58,306.14,300.84,304.92,7159729
2020-07-02,GOOGL,303.45,304.23,301.94,302.77,3479129
2020-07-03,GOOGL,304.93,306.7,301.0,301.21,7032290
2020-07-06,GOOGL,300.73,301.36,297.32,298.12,9839023
2020-07-07,GOOGL,297.57,299.31,296.16,299.16,5773147
2020-07-08,GOOGL,297.68,298.5,293.49,294.14,2877330
2020-07-09,GOOGL,294.97,295.06,291.72,293.7,7208087
2020-07-10,GOOGL,294.6,294.78,291.79,293.4,6217975
2020-07-13,GOOGL,294.42,294.52,289.68,289.69,4846556
2020-07-14,GOOGL,288.36,289.65,282.95,283.17,5872587
2020-07-15,GOOGL,282.02,283.29,279.55,279.76,6541543
2020-07-16,GOOGL,280.15,281.69,278.15,279.34,6431159
2020-07-17,GOOGL,279.28,279.51,277.52,278.22,7225175
2020-07-20,GOOGL,279.61,281.42,276.6,276.92,9750519
2020-07-21,GOOGL,277.27,278.73,273.43,275.29,7563484
2020-07-22,GOOGL,274.27,274.42,271.92,273.3,6925313
2020-07-23,GOOGL,274.1,275.27,272.03,272.55,7170022
2020-07-24,GOOGL,274.94,275.01,272.86,273.41,7656669
2020-07-27,GOOGL,274.05,274.83,273.89,274.36,7025140
2020-07-28,GOOGL,273.15,275.11,271.64,273.27,6310825
2020-07-29,GOOGL,274.1,275.33,271.34,272.85,9165786
2020-07-30,GOOGL,272.53,274.09,268.05,269.61,1587426
2020-07-31,GOOGL,270.62,270.9,266.69,268.07,3466507
2020-08-03,GOOGL,269.21,275.27,267.95,273.34,8464370
2020-08-04,GOOGL,274.23,274.43,272.59,274.03,7846090
2020-08-05,GOOGL,272.09,275.56,271.57,274.04,3786202
2020-08-06,GOOGL,274.2,275.89,272.58,273.38,6551093
2020-08-07,GOOGL,271.76,273.37,269.63,270.17,2233387
2020-08-10,GOOGL,270.17,273.8,268.56,272.12,2497116
2020-08-11,GOOGL,273.76,274.18,273.13,273.15,5289991
2020-08-12,GOOGL,271.59,276.01,269.84,274.43,6636589
2020-08-13,GOOGL,273.7,277.07,272.63,275.45,9484102
2020-08-14,GOOGL,274.52,275.94,274.24,274.3,1216651
2020-08-17,GOOGL,275.27,277.31,274.6,276.52,1468163
2020-08-18,GOOGL,275.14,279.15,274.89,277.43,8686906
2020-08-19,GOOGL,276.92,278.52,276.66,278.04,3544544
2020-08-20,GOOGL,278.94,282.86,278.44,281.19,1659297
2020-08-21,GOOGL,281.44,286.76,279.54,284.9,9977914
2020-08-24,GOOGL,284.53,284.74,282.25,283.61,3453039
2020-08-25,GOOGL,281.15,284.63,280.69,282.93,7132469
2020-08-26,GOOGL,282.76,286.13,280.81,284.96,5528458
2020-08-27,GOOGL,285.55,286.36,283.54,285.03,1777150
2020-08-28,GOOGL,286.29,288.94,285.51,286.96,3321991
2020-08-31,GOOGL,286.88,288.3,285.63,287.9,6065521
2020-09-01,GOOGL,285.96,287.91,284.63,285.95,9536341
2020-09-02,GOOGL,287.15,287.77,283.82,285.47,6168949
2020-09-03,GOOGL,283.64,285.41,283.4,284.16,7410563
2020-09-04,GOOGL,283.79,286.36,282.57,284.8,7616243
2020-09-07,GOOGL,284.36,285.52,282.43,284.73,8751066
2020-09-08,GOOGL,284.07,285.48,282.06,283.35,2546557
2020-09-09,GOOGL,283.84,284.48,282.87,283.38,2398705
2020-09-10,GOOGL,283.95,284.72,281.43,282.23,9762127
2020-09-11,GOOGL,281.5,287.79,280.05,286.81,2037904
2020-09-14,GOOGL,285.33,285.43,281.28,282.65,8642897
2020-09-15,GOOGL,282.02,283.34,278.76,280.57,9254080
2020-09-16,GOOGL,281.36,281.44,279.37,279.56,8499455
2020-09-17,GOOGL,279.12,281.0,276.89,277.93,7600713
2020-09-18,GOOGL,277.23,278.41,276.52,277.95,7539991
2020-09-21,GOOGL,279.68,282.32,278.31,281.18,5961826
2020-09-22,GOOGL,282.59,283.46,279.72,281.62,4118113
2020-09-23,GOOGL,281.82,284.28,279.97,282.32,5877323
2020-09-24,GOOGL,282.45,283.58,277.06,277.69,1180116
2020-09-25,GOOGL,278.3,279.46,278.11,279.07,9683790
2020-09-28,GOOGL,279.77,280.49,275.46,275.71,7492922
2020-09-29,GOOGL,274.28,275.43,272.69,274.52,3501212
2020-09-30,GOOGL,274.38,274.89,270.62,272.44,1824765
2020-10-01,GOOGL,271.41,273.6,270.06,272.18,5249367
2020-10-02,GOOGL,271.83,276.6,271.11,275.24,5415972
2020-10-05,GOOGL,275.13,276.71,272.59,274.19,6605085
2020-10-06,GOOGL,275.26,275.76,272.78,274.74,2832760
2020-10-07,GOOGL,273.66,274.66,271.43,272.38,3026091
2020-10-08,GOOGL,273.28,274.49,268.98,269.94,4087686
2020-10-09,GOOGL,268.83,270.6,267.5,268.8,9259282
2020-10-12,GOOGL,267.61,268.87,267.56,268.42,2178642
2020-10-13,GOOGL,269.31,271.01,264.95,265.83,2734441
2020-10-14,GOOGL,265.85,267.79,262.86,264.24,3592859
2020-10-15,GOOGL,264.29,265.96,260.82,262.48,5267905
2020-10-16,GOOGL,264.4,264.88,258.38,258.63,2162496
2020-10-19,GOOGL,258.1,258.78,256.28,257.12,4119810
2020-10-20,GOOGL,257.17,258.47,255.45,257.19,3027842
2020-10-21,GOOGL,255.61,257.34,252.48,253.97,3703934
2020-10-22,GOOGL,252.87,254.26,252.43,252.84,4197860
2020-10-23,GOOGL,252.73,256.45,251.5,254.96,8356148
2020-10-26,GOOGL,256.38,257.3,253.82,255.7,9577482
2020-10-27,GOOGL,256.76,257.91,253.2,253.53,1473818
2020-10-28,GOOGL,254.15,255.11,253.27,254.92,6864719
2020-10-29,GOOGL,253.53,254.61,252.97,253.98,8401628
2020-10-30,GOOGL,253.69,254.65,252.78,254.18,7424788
2020-11-02,GOOGL,255.16,259.74,253.43,257.81,2535410
2020-11-03,GOOGL,257.59,258.39,253.75,255.24,1296177
2020-11-04,GOOGL,254.1,254.55,252.17,253.32,7716487
2020-11-05,GOOGL,252.04,253.21,249.59,249.72,7630064
2020-11-06,GOOGL,249.66,251.62,245.59,246.26,6567768
2020-11-09,GOOGL,246.86,248.39,244.84,246.78,1689746
2020-11-10,GOOGL,247.7,250.48,246.52,249.07,3980858
2020-11-11,GOOGL,249.92,250.65,248.05,248.68,6590572
2020-11-12,GOOGL,248.27,251.92,246.57,250.25,9828452
2020-11-13,GOOGL,250.32,251.08,246.17,247.07,1770802
2020-11-16,GOOGL,246.74,248.49,245.24,248.16,7512324
2020-11-17,GOOGL,250.41,252.23,248.65,249.49,9877241
2020-11-18,GOOGL,248.78,250.75,247.46,248.08,7088960
2020-11-19,GOOGL,245.37,245.76,244.52,245.18,5912894
2020-11-20,GOOGL,244.09,248.22,243.67,247.68,8212648
2020-11-23,GOOGL,246.01,247.78,245.49,246.61,3503821
2020-11-24,GOOGL,247.27,249.67,245.88,249.44,1605750
2020-11-25,GOOGL,248.63,251.59,248.23,249.9,4055068
2020-11-26,GOOGL,250.73,252.73,248.97,249.47,2088894
2020-11-27,GOOGL,247.6,248.0,247.16,247.97,3950161
2020-11-30,GOOGL,248.23,250.55,247.18,249.19,4017721
2020-12-01,GOOGL,249.56,249.82,249.06,249.81,9633864
2020-12-02,GOOGL,248.06,248.13,246.25,246.52,5785613
2020-12-03,GOOGL,246.61,248.63,244.88,246.75,7145779
2020-12-04,GOOGL,245.94,246.21,242.21,242.26,9306946
2020-12-07,GOOGL,240.5,241.07,237.17,239.11,5385500
2020-12-08,GOOGL,240.13,241.71,239.41,241.48,5531536
2020-12-09,GOOGL,242.0,243.43,238.47,239.84,1343275
2020-12-10,GOOGL,239.76,243.05,238.86,241.36,4756150
2020-12-11,GOOGL,241.11,242.19,238.74,238.79,1456195
2020-12-14,GOOGL,240.37,242.31,237.37,237.56,2528362
2020-12-15,GOOGL,237.77,241.33,237.49,240.69,4626307
2020-12-16,GOOGL,241.72,243.04,240.01,242.78,5650215
2020-12-17,GOOGL,243.12,244.72,237.38,238.13,7024587
2020-12-18,GOOGL,238.02,238.9,237.68,238.76,3763049
2020-12-21,GOOGL,238.29,239.87,236.75,238.68,1376924
2020-12-22,GOOGL,237.8,243.33,236.43,241.4,4890026
2020-12-23,GOOGL,240.95,241.92,239.87,240.5,5188136
2020-12-24,GOOGL,240.43,241.98,240.03,241.63,8249602
2020-12-25,GOOGL,242.82,243.41,239.83,240.26,1784514
2020-12-28,GOOGL,240.0,241.66,239.06,240.73,5639848
2020-12-29,GOOGL,240.91,244.37,240.62,243.75,3346243
2020-12-30,GOOGL,245.42,247.61,243.56,247.59,1488968
2020-12-31,GOOGL,246.35,246.35,241.95,242.95,8976726
2021-01-01,GOOGL,243.03,244.15,241.77,243.18,6990266
2021-01-04,GOOGL,243.91,245.66,240.47,241.31,4691316
2021-01-05,GOOGL,243.02,244.82,238.58,239.37,3845157
2021-01-06,GOOGL,240.57,240.63,239.36,240.59,8349336
2021-01-07,GOOGL,240.16,242.95,238.82,241.58,1286172
2021-01-08,GOOGL,241.49,242.07,238.96,240.58,8420754
2021-01-11,GOOGL,242.83,244.04,239.36,241.01,1695519
2021-01-12,GOOGL,240.07,241.14,237.35,238.25,7121263
2021-01-13,GOOGL,238.51,238.94,237.15,237.54,6221995
2021-01-14,GOOGL,236.53,237.42,235.57,236.53,2763190
2021-01-15,GOOGL,237.05,238.02,234.86,236.81,2657106
2021-01-18,GOOGL,236.81,237.92,234.6,235.72,8303950
2021-01-19,GOOGL,235.63,235.82,235.19,235.69,4096750
2021-01-20,GOOGL,234.19,234.31,233.52,234.17,1818706
2021-01-21,GOOGL,234.46,238.4,234.44,238.11,2774474
2021-01-22,GOOGL,237.86,241.09,237.02,239.72,1384533
2021-01-25,GOOGL,239.64,240.01,238.54,239.4,9735015
2021-01-26,GOOGL,238.8,240.63,237.63,238.46,2087241
2021-01-27,GOOGL,239.72,242.14,238.22,240.84,8997018
2021-01-28,GOOGL,241.24,243.35,239.97,242.92,2869883
2021-01-29,GOOGL,243.72,246.25,242.03,244.77,6868518
2021-02-01,GOOGL,246.7,248.98,245.71,247.21,4224400
2021-02-02,GOOGL,248.37,251.93,246.48,250.47,1686763
2021-02-03,GOOGL,249.81,253.35,249.09,252.92,2323020
2021-02-04,GOOGL,253.29,254.31,250.5,252.45,2844040
2021-02-05,GOOGL,252.41,252.99,252.23,252.83,4908308
2021-02-08,GOOGL,252.03,252.59,250.56,251.03,4957874
2021-02-09,GOOGL,251.12,252.64,249.45,250.41,9063736
2021-02-10,GOOGL,250.64,251.04,248.46,248.96,8289165
2021-02-11,GOOGL,248.52,251.07,247.75,250.64,6698238
2021-02-12,GOOGL,250.6,250.64,246.31,247.65,1865144
2021-02-15,GOOGL,248.19,248.33,245.15,245.2,1522797
2021-02-16,GOOGL,246.09,247.95,245.11,246.26,9142165
2021-02-17,GOOGL,246.85,247.11,244.67,246.62,1729672
2021-02-18,GOOGL,247.54,248.24,244.41,246.04,2147417
2021-02-19,GOOGL,245.8,246.71,243.36,243.39,8598498
2021-02-22,GOOGL,243.31,243.99,241.24,243.17,7056095
2021-02-23,GOOGL,243.6,244.48,241.36,242.17,2064641
2021-02-24,GOOGL,238.47,238.94,236.94,238.62,3090923
2021-02-25,GOOGL,238.49,240.47,233.72,235.1,7498391
2021-02-26,GOOGL,234.17,235.22,232.43,232.74,5915782
2021-03-01,GOOGL,232.32,235.55,230.9,234.25,2051636
2021-03-02,GOOGL,233.46,236.56,232.99,235.64,3647765
2021-03-03,GOOGL,234.89,236.56,234.12,235.73,4561669
2021-03-04,GOOGL,236.01,238.44,234.7,238.31,2944741
2021-03-05,GOOGL,239.0,239.12,238.0,239.04,7004327
2021-03-08,GOOGL,240.16,241.11,238.4,240.62,6023331
2021-03-09,GOOGL,240.85,242.41,239.97,241.1,9213140
2021-03-10,GOOGL,241.14,242.13,239.42,239.71,6877675
2021-03-11,GOOGL,239.83,240.67,238.58,239.8,5018920
2021-03-12,GOOGL,238.23,239.9,236.11,237.68,5457005
2021-03-15,GOOGL,238.46,239.91,237.56,239.51,2892508
2021-03-16,GOOGL,240.16,240.43,238.35,239.69,2947012
2021-03-17,GOOGL,239.81,241.76,238.23,241.45,4725614
2021-03-18,GOOGL,240.2,241.37,238.2,239.09,1403552
2021-03-19,GOOGL,240.08,241.46,237.48,238.93,4816707
2021-03-22,GOOGL,238.64,240.31,235.69,237.65,8127583
2021-03-23,GOOGL,238.43,239.44,235.11,235.22,4553952
2021-03-24,GOOGL,235.93,237.49,233.95,235.46,6372274
2021-03-25,GOOGL,236.54,238.1,236.32,236.72,9757529
2021-03-26,GOOGL,235.39,235.45,233.15,234.76,8614567
2021-03-29,GOOGL,234.51,236.92,233.3,234.97,3611212
2021-03-30,GOOGL,235.95,241.16,234.72,241.08,6371045
2021-03-31,GOOGL,242.19,243.5,241.98,242.79,4690339
2021-04-01,GOOGL,242.25,243.28,241.95,242.87,1312499
2021-04-02,GOOGL,241.3,242.22,238.65,239.43,2270242
2021-04-05,GOOGL,240.41,240.94,238.81,239.24,5978820
2021-04-06,GOOGL,237.61,240.37,237.6,238.72,1156837
2021-04-07,GOOGL,237.45,238.74,233.44,235.15,5463593
2021-04-08,GOOGL,234.7,237.08,233.8,236.04,5161460
2021-04-09,GOOGL,238.0,240.56,236.53,239.37,5411045
2021-04-12,GOOGL,240.82,242.18,235.24,236.45,7528925
